original,reference,paraphrased,time_taken,similarity_to_reference,similarity_to_original
"Roberson was bitten on the back and scratched on the leg , according to her mother , Shamika Woumnm of Dorchester .","She was bitten on the back and scratched on the leg , her mother said .","Roberson was bitten into the back and scratched into the leg , according to her aunt , Shamika Woumnm connected Dorchester .",6.924493312835693,0.6202609,0.9381984
He says information released about a tarot card left at one shooting scene may have prolonged the spree by cutting off fragile communications with the sniper .,He says the release of a tarot card left at a shooting scene may have prolonged the spree by cutting off fragile communications with the sniper .,He says information released around a tarot card left at one shooting scene may `_ve prolonged the spree side cutting cancelled frail communications write_legibly the sniper .,11.535407543182373,0.85506594,0.90490544
"The report released Monday simply says , This report does not attempt to address the complexities of this issue .","The document stated : "" This report does not attempt to address the complexities of this issue . ""","The report released Monday simply says , This report does not attempt to address the complexities connected this issue .",1.595750093460083,0.88951445,0.97101104
The SEC said on Thursday its staff was preparing to draw up rules to combat trading abuses .,Last week the Securities and Exchange Commission said its staff was preparing to draw up rules to combat trading abuses .,The SEC said into Thursday its staff was preparing to draw raised rules to combat trading abuses .,3.5332114696502686,0.88918054,0.9569324
"He is temporarily serving as Chechnya 's acting president while his boss , Akhmad Kadyrov , is on the campaign trail .","He is temporarily serving as Chechnya 's acting president while his boss , Akhmad Kadyrov , is running in the region 's Oct. 5 presidential election .","He is temporarily serving as Chechnya 's acting president while his boss , Akhmad Kadyrov , is into the campaign trail .",1.7948732376098633,0.94608176,0.99755424
"The hearing came one day after the Pentagon for the first time singled out an officer , Dallager , for failing to address the scandal .","The hearing occurred a day after the Pentagon for the first time singled out an officer , Dallager , for not addressing the scandal .","The hearing came one day following the Pentagon for the first time singled forbidden an officer , Dallager , for failing to address the scandal .",3.4267568588256836,0.9233905,0.935135
Chechen officials working for the Moscow-backed government are a frequent target for rebels and tension is running high ahead of next Sunday 's presidential election in war-torn Chechnya .,"Officials in Chechnya 's Moscow-backed government are a frequent target for rebels , and tension is running high ahead of Sunday 's presidential election in the war-ravaged region .",Chechen officials working for the Moscow-backed government are a frequent target for rebels and tension is running high ahead connected next Sunday 's presidential election inch war-torn Chechnya .,3.617168664932251,0.9254776,0.9955245
"Columbia was destroyed during re-entry Feb. 1 , killing its seven astronauts .","The Columbia broke apart during descent on Feb. 1 , killing all seven astronauts aboard .","Columbia was destroyed preceding re-entry Feb. 1 , killing its seven astronauts .",1.7611711025238037,0.84894115,0.9926524
Feral 's group was behind a successful tourism boycott about a decade ago that resulted in then-Gov . Walter J. Hickel imposing a moratorium on wolf control in 1992 .,"Friends of Animals , which touts 200,000 members , was behind a successful tourism boycott that resulted in then-Gov . Walter J. Hickel imposing a moratorium on wolf control in 1992 .",Feral 's group was butt a successful tourism boycott around a decade ago that resulted inch then-Gov . Walter J. Hickel imposing a moratorium into wolf control inch 1992 .,8.51988410949707,0.7515856,0.9467323
She concludes that what her husband did was morally wrong but not a betrayal of the public .,Mrs Clinton said her husband action 's were morally wrong but did not constitute a public betrayal .,She concludes that what her husband did was morally wrong but not a betrayal connected the public .,1.6501414775848389,0.8282448,0.9915319
The exam contains four sections and tests a students knowledge of algebra and geometry as well as probability and statistics .,"The test , in four sections , includes algebra and geometry , along with some questions on probability and statistics .",The exam contains four sections and tests a students knowledge connected algebra and geometry as well as probability and statistics .,1.5977058410644531,0.8618144,0.982687
"Massachusetts is one of 12 states that does not have the death penalty , having abolished capital punishment in 1984 .","Massachusetts is one of 12 states without the death penalty , having abolished it in 1984 .","Massachusetts is one connected 12 states that does not `_ve the death penalty , having abolished capital punishment inch 1984 .",5.213784217834473,0.91450965,0.95828235
"Taylor 's aides warn an abrupt departure could trigger more chaos , a view shared by many in Liberia and , in private , even by mediators .","His aides warn an abrupt departure could trigger more bloodshed , a view shared by many in Liberia .","Taylor 's aides warn an abrupt departure could trigger more chaos , a view shared side many inch Liberia and , inch private , even side mediators .",7.026081085205078,0.69797117,0.9040791
Recall advocates say they have turned in 1.6 million signatures to counties .,Recall proponents say they have turned in nearly twice the number of necessary signatures .,Recall advocates argue they `_ve turned inch 1.6 million signatures to counties .,7.3707029819488525,0.6927705,0.91317844
"Mr. Gettelfinger said at that news conference that "" we are going to continue to hammer away at the negotiations process until we reach an agreement , "" with Ford and G.M.",""" We are going to continue to hammer away at the negotiations process until we reach an agreement , "" he said .","Mr. Gettelfinger said at that news conference that "" we are going to continue to hammer off at the negotiations process until we reach an agreement , "" write_legibly Ford and G.M.",7.0687079429626465,0.6689918,0.93676263
"Their difference was over whether the court should pay attention to legal opinions of other world courts , such as the European Court of Human Rights .","Their difference was over whether the court should take into account the legal opinions of other world courts , like the European Court of Human Rights .","Their difference was across whether the court should pay attention to legal opinions connected other world courts , such as the European Court connected Human Rights .",5.048028469085693,0.9273165,0.95716465
"BOSTON The Catholic archdiocese in Boston has offered $ 55 million to settle more than 500 clergy sex abuse lawsuits , according to a document obtained by The Associated Press .",The American Roman Catholic archdiocese of Boston has offered $ 55 million to settle more than 500 sex abuse lawsuits involving priests .,"BOSTON The Catholic archdiocese inch Boston has offered $ 55 million to settle more than 500 clergy sex abuse lawsuits , according to a document obtained side The Associated Press .",3.6417620182037354,0.9545905,0.9896847
"Lewis said that the third-quarter results were driven by deposit and loan growth , strong investment banking and trading results , and improved mortgage and card revenues .","Deposit and loan growth , strong investment banking and trading results and strong growth in mortgage and card revenues drove this quarter 's results .","Lewis said that the third-quarter results were driven side deposit and loan growth , sound investment banking and trading results , and improved mortgage and card revenues .",3.5593318939208984,0.7172589,0.96716225
"They were not supplied or given to us but unearthed by our reporter , David Blair , in the Foreign Ministry in Baghdad . ""","They were not supplied or given to us , but unearthed by our reporter "" in Iraq 's foreign ministry , he said .","they were not supplied or given to usa but unearthed side our reporter , David Blair , inch the Foreign Ministry inch Baghdad . """,8.399203538894653,0.8425089,0.9463452
"Congress twice before passed similar restrictions , but President Bill Clinton vetoed them .","Congress twice passed similar bills , but then-President Clinton vetoed them both times .","Congress twice ahead passed similar restrictions , but President Bill Clinton vetoed me .",3.7513644695281982,0.75815934,0.8969957
Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"Her son would get upset , his mom said , but then turn around and befriend his taunters .",Brian Brabazon said his son would drive upset but then turning roughly and befriend his taunters .,5.548264026641846,0.5257008,0.91075075
"At his sentencing , Avants had tubes in his nose and a portable oxygen tank beside him .","Avants , wearing a light brown jumpsuit , had tubes in his nose and a portable oxygen tank beside him .","at his sentencing , Avants had tubes inch his nose and a portable oxygen tank beside him .",5.0761518478393555,0.7719475,0.9834959
The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million .,"The number of Americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to a startling 4 million , the research shows .",The number connected extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to around 4 million .,5.144125699996948,0.9292583,0.98420423
The verbal flareup with Keating stemmed from Cardinal Mahony 's initial refusal to participate in that survey unless procedures were changed .,A verbal flare-up between Keating and Mahony began when the cardinal initially refused to participate in that survey unless procedures were changed .,The verbal flareup write_legibly Keating stemmed inthe Cardinal Mahony 's initial refusal to participate inch that survey unless procedures were changed .,5.2575507164001465,0.86877656,0.90685487
"The CFTC has been investigating several energy companies , including at least three Colorado companies , for manipulating energy markets by reporting false natural-gas trading prices to industry publications .",The federal agency has been investigating whether several energy companies manipulated energy markets by reporting false natural gas trading prices to industry publications .,"The CFTC has been investigating several energy companies , including at least three Colorado companies , for manipulating energy markets side reporting false natural-gas trading prices to industry publications .",3.363508701324463,0.7907244,0.99765164
"He was eventually taken to London 's Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock .","He was taken to Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock in a procedure called "" cardio-version "" .","He was eventually taken to London 's Hammersmith hospital , where doctors regulated Blair 's heart beat via electric shock .",0.0,0.946609,1.0
"Under the legislation , a physician who performs the procedure could face up to two years in prison .","Physicians who perform the procedure would face up to two years in prison , under the bill .","aditya_bhandarkar the legislation , a physician who performs the procedure could face raised to two years inch prison .",5.340169906616211,0.7540854,0.8300131
"When police removed the four from the home , they weighed 136 pounds combined .",Each boy weighed less than 50 pounds when they were removed from the home Oct. 10 .,"When police removed the four inthe the plate , they weighed 136 pounds combined .",5.21143913269043,0.557498,0.8725742
"The second company , temporarily dubbed ``InternationalCo . ' ' , includes 19 international power and pipeline holdings .","The second company , to be called Prisma Energy International Inc . , includes 19 international power and pipeline holdings .","The second company , temporarily dubbed ``InternationalCo . ' ' , includes 19 international power and pipeline holdings .",0.0,0.74552464,1.0
He was convicted by a Ventura County Superior Court jury and sentenced in absentia to 124 years in prison .,He was convicted in his absence in January and sentenced to 124 years .,He was convicted side a Ventura County extraordinary Court jury and sentenced inch absentia to 124 years inch prison .,6.656757831573486,0.7435534,0.9200731
"The draft of the report was forthright : "" Climate change has global consequences for human health and the environment . ""","The original report had concluded that ' ' climate change has global consequences for human health and the environment , ' ' according to an internal EPA memo .","The draft connected the report was forthright : "" Climate change has global consequences for human health and the environment . """,1.8725554943084717,0.79737663,0.9889797
"Westfield , which owns Galleria in Morley , also will continue discussions about the other co-owned centres such as Knox City in Melbourne , half-owned by Deutsche Bank .","Westfield also will continue discussions over the other co-owned centres , such as Knox City in Melbourne , where Deutsche Bank owns a 50 per cent stake .","Westfield , which owns Galleria inch Morley , also will continue discussions around the other co-owned centres such as Knox metropolis inch Melbourne , half-owned side Deutsche deposit .",10.432825088500977,0.7293705,0.914549
"Last year Bloomberg boycotted the parade because he wanted to march with two actors from "" The Sopranos . ""","Last year , Bloomberg snubbed the affair after being told he couldn 't march with cast members of the "" The Sopranos . ""","Last year Bloomberg boycotted the parade because he wanted to march write_legibly two actors inthe "" The Sopranos . """,3.4377505779266357,0.67992353,0.9605681
"Federal agents said Friday they are investigating the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .","Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .","Federal agents said Friday they are investigating the theft connected 1,100 pounds connected an explosive chemical inthe construction companies inch Colorado and California inch the past week .",10.332355499267578,0.85838056,0.86686695
"Like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .","UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .","Like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell side 2 percentage points , the company said .",1.8328943252563477,0.85363305,0.9957312
"Investigators were searching his home in Muenster in the presence of his wife when news of his death came , prosecutor Wolfgang Schweer told The Associated Press .",A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived .,"Investigators were searching his plate inch Muenster inch the presence connected his wife when news connected his death came , prosecutor Wolfgang Schweer told The Associated Press .",8.937577724456787,0.70756114,0.79693633
""" What this allows us to do is have a crossover that is much more fuel efficient and aimed at young families . """,""" What this allows us to do is have a crossover that is much more fuel- efficient , aimed at young families , "" Mr. Cowger said .",""" What this allows usa to necessary_blawn is `_ve a crossover that is much more fuel competent and aimed at new families . """,10.613746404647827,0.64984107,0.7748679
"The goal will be to reduce congestion by upgrading road , building tollways , facilitating public transit or any other means to improve mobility .","The money can be used for road upgrades , tollways , public transit or any other means to improve mobility .","The goal will were to reduce congestion side upgrading traveling , building tollways , facilitating public transit or any other means to better mobility .",6.777446985244751,0.6453557,0.91533816
SCO has also alleged that the generic Linux kernel contains code which is from its Unix property .,SCO claims that the Linux kernel holds Unix intellectual property owned by SCO .,SCO has also alleged that the generic Linux kernel contains code which is inthe its Unix property .,1.773714542388916,0.80115557,0.9830793
But Amrozi did not reveal and was not asked the company 's or his boss 's name .,"Amrozi did not reveal , and was not asked , the identity of his boss .",But Amrozi did not reveal and was not asked the company 's or his boss 's heleno_santiago .,1.6969149112701416,0.86806834,0.9159779
General Jeffery announced he would give his substantial military pension accumulated over 40 years to charity during his stay at Government House .,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla .,General Jeffery announced he would leave his substantial military pension accumulated across 40 years to charity preceding his stay at Government townhome .,8.830476522445679,0.6878793,0.8764748
The rest said they belonged to another party or had no affiliation .,The rest said they had no affiliation or belonged to another party .,The rest said they belonged to another party or had no affiliation .,1.6619415283203125,0.97216314,1.0
Blair himself took the reins of the Labour Party after its leader John Smith died of a heart attack in 1994 .,"Mr Blair became Labour leader in 1994 after the then leader , John Smith , died of a heart attack .",Blair himself took the reins connected the Labour Party following its leader John Smith died connected a heart attack inch 1994 .,6.626066207885742,0.89771074,0.9610365
"In 2002 , for example , the Dow dropped more than 1,500 points , or 15.6 percent , between May and October , due largely to terrorism fears driven by headlines .","For example , the Dow dropped more than 1,500 points , or 15.6 percent , from May to October 2002 , largely because of terrorism fears driven by the headlines .","inch 2002 , for example , the Dow dropped more than 1,500 points , or 15.6 percent , betwixt May and October , due largely to terrorism fears driven side headlines .",5.396600723266602,0.9128355,0.91774476
"She said six were from Douglas County , the southwestern Oregon county that includes Roseburg , and two were from the Portland area .","Six were from Douglas County , which includes Roseburg , and two from the Portland area .","She said six were inthe Douglas County , the southwestern Oregon county that includes Roseburg , and two were inthe the Portland area .",3.437448024749756,0.89233506,0.9599626
"A rival distributor , Mike Selwyn from United International Pictures , says that unlike The Matrix Revolutions , he cannot detect any advance scepticism , even within the business .","A rival distributor , Mike Selwyn , of United International Pictures , says he cannot detect , unlike The Matrix Revolutions , any advance scepticism .","A rival distributor , Mike Selwyn inthe United International Pictures , says that unlike The Matrix Revolutions , he cannot detect any enough scepticism , even within the business .",3.298180341720581,0.91612995,0.9288007
""" The law has several weaknesses which terrorists could exploit , undermining our defenses , "" Ashcroft said .","He admits that the law "" has several weaknesses which terrorists could exploit , undermining our defenses . """,""" The law has several weaknesses which terrorists could exploit , undermining our defenses , "" Ashcroft said .",0.0,0.79686916,0.9999999
The winner of the Williams-Mauresmo match will play the winner of Justine Henin-Hardenne vs. Chanda Rubin .,The Williams-Mauresmo winner will play the winner of the match between Justine Henin-Hardenne and Chanda Rubin .,The winner connected the Williams-Mauresmo match will games the winner connected Justine Henin-Hardenne vs. Chanda Rubin .,5.065104961395264,0.9212297,0.9328811
""" By its actions , the Bush administration threatens to give a bad name to a just war , "" the Connecticut Democrat told a Capitol Hill news conference .",""" By its actions , "" Lieberman said , "" the Bush administration threatens to give a bad name to a just war . """,""" side its actions , the Bush administration threatens to leave a avert heleno_santiago to a just war , "" the Connecticut Democrat told a Capitol Hill news conference .",7.1604015827178955,0.54985625,0.71942425
The House passed a similar measure by a wide margin on Sept . 9 .,"The House of Representative passed an identical amendment on Sept . 9 , by a 227-188 vote .",The townhome passed a similar measure side a open margin into Sept . 9 .,7.237396240234375,0.30360392,0.7478609
"Using bookmarks and back and forth buttons - we had about eighteen different things we had in mind for the browser , "" he told an industry audience in London yesterday .","Using bookmarks and back and forth buttons -- we had about eighteen different things we had in mind for the browser . ""","Using bookmarks and back and forth buttons - we had around eighteen varying things we had inch mind for the browser , "" he told an industry audience inch London yesterday .",7.122453212738037,0.83105075,0.93137974
"Three American warships are off the Liberian coast carrying a total of 2,300 marines .","There are three warships with 2,300 Marines lingering off its coast .","Three American warships are cancelled the Liberian coast carrying a total connected 2,300 marines .",3.7241249084472656,0.74529344,0.89310634
"Those involved were allegedly told to never speak of the incident again , according to the letter .",The letter said staff was told to never speak of the incident .,"Those involved were allegedly told to never birdsong connected the incident again , according to the alphabetic character .",5.085201740264893,0.5070561,0.64732397
""" Removing the waiver means nothing when Oracle still has pending litigation in Delaware that opposes the PeopleSoft / J.D. Edwards transaction , "" PeopleSoft responded .","In a public statement , a spokesperson said : "" Removing the waiver means nothing when Oracle still has pending litigation in Delaware that opposes the PeopleSoft / J.D. Edwards transaction . """,""" Removing the waiver means nothing when Oracle still has pending litigation inch Delaware that opposes the PeopleSoft / J.D. Edwards transaction , "" PeopleSoft responded .",1.6973762512207031,0.9737163,0.9928363
"At best , Davydenko 's supporters were naively ignorant of tennis etiquette ; at worst , they cheated - yet went without penality from umpire Lars Graf .","At best , Davydenko 's supporters were naively ignorant to tennis etiquette ; at worst , they cheated – yet went unpenalised by umpire Lars Graf .","at best , Davydenko 's supporters were naively ignorant connected tennis etiquette ; at worst , they cheated - yet went new penality inthe umpire Lars Graf .",10.454822063446045,0.9498334,0.9758114
"The Pentagon says it 's a technique that 's been successful in predicting elections , even box-office receipts .",The Pentagon insists the technique has successfully predicted elections and even box office receipts .,"The Pentagon says it 's a technique that 's been successful inch predicting elections , even box-office receipts .",1.8585059642791748,0.8254222,0.9910537
"Treatment guidelines , many written by medical-specialty organizations , recommend approaches to many ailments , such as painkillers and exercise for arthritis .","Treatment guidelines , many written by medical specialty organizations , outline recommended approaches to many common ailments , ranging from painkillers and exercise for arthritis to surgery for breast cancer .","Treatment guidelines , many written side medical-specialty organizations , recommend approaches to many ailments , such as painkillers and exercise for arthritis .",1.6316149234771729,0.8208785,0.98031276
"After three months , Atkins dieters had lost an average of 14.7 pounds compared with 5.8 pounds in the conventional group .","Three months into the study , the Atkins group had lost an average of about 15 pounds , compared with five for the low-fat group .","following three months , Atkins dieters had lost an average_nihon_jp_ni### connected 14.7 pounds compared write_legibly 5.8 pounds inch the conventional group .",9.0200936794281,0.8899214,0.8963937
""" It 's probably not the easiest time to come in and take over the shuttle program , but I look forward to the challenge , "" Parsons told reporters at NASA headquarters .",""" It 's probably not the easiest time to come in and take over the shuttle program , "" Mr. Parsons said at a news conference at NASA headquarters .",""" It 's probably not the easiest time to number inch and get across the shuttle program , but one face forward to the challenge , "" Parsons told reporters at NASA headquarters .",12.577767848968506,0.7166231,0.7824054
"None of Deans opponents picked him as someone to party with , nor was Dean asked that question .",None of Dean 's opponents picked him as someone to party with and Dean was not asked the question .,"None connected Deans opponents picked him as someone to party write_legibly , nor was Dean asked that question .",3.1809804439544678,0.8686404,0.90570676
Mr. Kozlowski contends that the event included business and that some of those attending were Tyco employees .,Mr. Kozlowski contends that the event was in large part a business function .,Mr. Kozlowski contends that the event included business and that some connected those attending were Tyco employees .,1.713325023651123,0.743721,0.9912708
"In a statement , the Redmond , Wash . , company said that it was acquiring the "" intellectual property and technology assets "" of GeCAD .",Microsoft said Tuesday it intends to acquire the intellectual property and technology assets of Romanian antivirus firm GeCAD Software Srl .,"inch a statement , the Redmond , Wash . , company said that it was acquiring the "" intellectual property and technology assets "" connected GeCAD .",3.6390461921691895,0.5889597,0.9221581
The horrific nature of the attacks is often fueled by a mix of tribal hatreds and a desire to spread terror in the region .,The attacks are often fuelled by a mix of tribal hatreds and a desire to spread terror in the region .,The horrific nature connected the attacks is often fueled side a mix connected tribal hatreds and a desire to spread terror inch the region .,6.625835657119751,0.92818916,0.95981085
A spokeswoman for Interscope Geffen A & M declined to confirm how many employees were affected .,A spokeswoman for Interscope Geffen A & M Records declined to elaborate .,A spokeswoman for Interscope Geffen A & M declined to confirm how many employees were affected .,0.0,0.7800931,1.0000002
He urged member states that contribute police and soldiers to U.N. peacekeeping operations to provide more women .,Undersecretary-General for Peacekeeping Jean-Marie Guehenno urged member states contributing police and soldiers to U.N. peacekeeping operations to provide more women .,He urged member states that contribute police and soldiers to U.N. peacekeeping operations to provide more women .,0.0,0.84860456,1.0000001
"Other changes in the plan refine his original vision , Libeskind said .","Many of the changes are improvements to the original plan , Libeskind said .","Other changes inch the design refine his original vision , Libeskind said .",3.3324546813964844,0.609771,0.8282019
The new contract extends the guarantee that his annual pay and bonus will be at least $ 2.4 million a year .,The contract sets his annual base salary at $ 1.4 million and his target bonus at a minimum of $ 1 million .,The novel contract extends the guarantee that his annual pay and bonus will were at least $ 2.4 million a year .,5.2433388233184814,0.7444122,0.9241899
"A rebel who was captured said more than 2,000 insurgents were involved in the attack .","A captured rebel said 2,100 combatants had been involved in the offensive .","A rebel who was captured said more than 2,000 insurgents were involved inch the attack .",1.6410822868347168,0.7546012,0.96512854
"Under Kansas law , it is illegal for children under the age of 16 to have sexual relations .","In the opinion , Kline noted that it is illegal for children that young to have sexual relations .","aditya_bhandarkar Kansas law , it is illegal for children aditya_bhandarkar the age connected 16 to `_ve sexual relations .",7.093915224075317,0.68211514,0.8632933
"Fires in Spain 's Extremadura region , which borders Portugal , have forced hundreds of people to evacuate their homes .","Fires in Spain 's Extramadura region bordering Portugal , and Avila province forced hundreds of people to leave their homes .","Fires inch Spain 's Extremadura region , which borders Portugal , `_ve forced hundreds connected people to evacuate their homes .",5.06995701789856,0.82277995,0.9248637
"On a planet that takes nearly 165 years to orbit the sun , spring can last more than 40 years .",Because it takes Neptune 165 years to orbit the Sun its seasons will last for decades .,"into a planet that takes nearly 165 years to orbit the sun , spring can last more than 40 years .",1.7229859828948975,0.63899815,0.980884
SSE CEO Marchant said he would sell on Midlands ' power generation assets in Turkey and Pakistan to fellow British utility International Power Plc IPR.L for 21 million pounds .,After the deal SSE will sell on Midlands 's power generation assets in Turkey and Pakistan to fellow UK utility International Power Plc for 21 million pounds .,SSE CEO Marchant said he would buy into Midlands ' power generation assets inch Turkey and Pakistan to fellow British utility International Power Plc IPR.L for 21 million pounds .,4.930605173110962,0.74629086,0.93319273
Crossing Jordan will be back in January after star Jill Hennessy gives birth .,NBC also plans to shelve Crossing Jordan until January as star Jill Hennessy has her first child .,Crossing Jordan will were back inch January following heartthrob Jill Hennessy gives birth .,6.924355745315552,0.7467972,0.89423645
Yale spokesman Tom Conroy said the university was prepared to keep the campus running with temporary workers and managers doing extra work .,Yale spokesman Tom Conroy said the university planned to keep the campus running with managers and temporary workers performing union workers ' jobs .,Yale spokesman Tom Conroy said the university was prepared to sustain the campus running write_legibly temporary workers and managers doing extra work .,3.5992438793182373,0.798159,0.89879555
"A member of the chart-topping collective So Solid Crew dumped a loaded pistol in an alleyway as he fled from police , a court heard yesterday .","A member of the rap group So Solid Crew threw away a loaded gun during a police chase , Southwark Crown Court was told yesterday .","A member connected the chart-topping collective So Solid Crew dumped a loaded pistol inch an alleyway as he fled inthe police , a court heard yesterday .",5.240108013153076,0.68270457,0.96422637
"They passed through the Lemelson Medical , Educational and Research Foundation Limited Partnership in 2001 to Syndia .","It said the patents were "" allegedly "" assigned to Syndia in 2001 through the Lemelson Medical , Educational and Research Foundation Limited Partnership .","they passed through the Lemelson Medical , Educational and Research Foundation Limited Partnership inch 2001 to Syndia .",5.402406930923462,0.7528969,0.9834969
"We believe them to be without merit , and will defend ourselves vigorously .",""" We believe it is without merit and we will defend ourselves rigorously . ""","We trust me to were new merit , and will defend ourselves vigorously .",7.194494009017944,0.6478566,0.6992071
"The Russell 2000 index , which tracks smaller company stocks , was up 1.02 , or 0.21 percent , at 496.83 .","The Russell 2000 index , the barometer of smaller company stocks , rose 3.28 , or 0.7 percent , to 494.20 .","The Russell 2000 index , which tracks smaller company stocks , was raised 1.02 , or 0.21 percent , at 496.83 .",3.2261078357696533,0.8626654,0.93720925
"The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires like Mr. Schwarzenegger and Mr. Ueberroth , both Republican candidates .","The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires such as Schwarzenegger and Ueberroth .","The law does not regulate how much individuals can contribute to their own campaigns , a decided advantage for millionaires probably Mr. Schwarzenegger and Mr. Ueberroth , both Republican candidates .",1.6087920665740967,0.92256975,0.9881185
Dixon put his style on display Sunday afternoon in winning the Honda Indy 225 at Pikes Peak International Raceway .,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway .,Dixon lay his style into display Sunday afternoon inch winning the Honda Indy 225 at Pikes Peak International Raceway .,6.842576503753662,0.7599256,0.9629942
"In a statement later , he said it appeared his side may have fallen a bit short .","Zilkha conceded in a statement issued today that his group may have fallen "" a bit short . ""","inch a statement later , he said it appeared his side may `_ve fallen a bit headache_vomiting_nausea .",5.3521318435668945,0.41990376,0.7170912
"Among the most recent additions to the list , which to date includes more than 360 groups and individuals , is Zelimkhan Yandarbiev , the former president of Chechnya .","The most recent addition to the list , which to date includes 125 names , is Zelimkhan Yandarbiev , the former president of Chechnya .","among the most recent additions to the list , which to date includes more than 360 groups and individuals , is Zelimkhan Yandarbiev , the former president connected Chechnya .",3.680501937866211,0.8859489,0.98881537
"About 1,000 people attended the ceremony , kicking off two days of observances tied to the March on Washington .","About 1,000 people came in stifling heat to begin two days of observances tied to the coming 40th anniversary of the March on Washington on Aug. 28 , 1963 .","around 1,000 people attended the ceremony , kicking cancelled two days connected observances tied to the March into Washington .",7.019119024276733,0.57963824,0.92745095
"Second quarter sales came in at $ 645 million , up from $ 600 million the year before , AMD said .","Revenue in the second quarter ended June 29 was $ 645 million , up from $ 600 million a year ago .","Second quarter sales came inch at $ 645 million , raised inthe $ 600 million the year ahead , AMD said .",8.767261266708374,0.697351,0.89660084
"The other 18 people inside the building - two visitors and 16 employees , including Harrison 's ex-girlfriend - escaped without injury , Aaron said .","The other 18 people in the building , including Harrison 's ex-girlfriend , were not injured , police spokesman Don Aaron said .","The other 18 people bracelet_measurements_opening the building - two visitors and 16 employees , including Harrison 's ex-girlfriend - escaped new injury , Aaron said .",3.555713415145874,0.6449884,0.80896163
"Professor Hermon-Taylor adds , An unexpected finding of the research showed that patients suffering with Irritable Bowel Syndrome ( IBS ) were also infected with the MAP bug .",Hermon-Taylor said an unexpected finding of the research showed that patients suffering from irritable bowel syndrome ( IBS ) may also be infected with MAP .,"Professor Hermon-Taylor adds , An unexpected finding connected the research showed that patients suffering write_legibly Irritable Bowel Syndrome ( IBS ) were also infected write_legibly the MAP bug .",5.559388160705566,0.8156113,0.83425987
"Six countries have advised their citizens not to travel to Taiwan for any reason , the ministry said .","Spain , Poland , United Arab Emirates and Lithuania have advised their citizens not to travel to Taiwan for any reason .","Six countries `_ve advised their citizens not to travel to Taiwan for any reason , the ministry said .",1.7921569347381592,0.857614,0.9852899
"United Airlines plans to become the first domestic airline to offer e-mail on all its domestic flights by the end of the year , the company announced yesterday .","United Airways plans to offer in-flight , two-way e-mail on all domestic flights by the end of the year , becoming the first U.S. carrier to do so .","United Airlines plans to turn the first domestic airline to offer e-mail into all its domestic flights side the end connected the year , the company announced yesterday .",7.479892015457153,0.85577214,0.9256812
"Volodymyr Gorbanovsky , deputy general director of the plane 's owners , Mediterranean Airlines , said it appeared to have veered from its flight path because of the fog .","Volodymyr Gorbanovsky , deputy general director of the plane 's owners , Mediterranean Airlines , said initial information indicated it had veered from its flight path because of fog .","Volodymyr Gorbanovsky , deputy general director connected the plane 's owners , Mediterranean Airlines , said it appeared to `_ve veered inthe its flight path because connected the fog .",6.862711668014526,0.9349951,0.9479097
Meteorologists predicted the storm would become a Category 1 hurricane before landfall .,It was predicted to become a Category I hurricane overnight .,Meteorologists predicted the surprise would turn a Category 1 hurricane ahead landfall .,5.395600080490112,0.6977689,0.8511304
"I called the number and the lady told me she was talking on the phone to Toby Studabaker , ' ' Sherry Studabaker told BBC television .","I called the number and the lady told me she was talking on the phone to Toby Studabaker . ""","one called the number and the lady told me she was talking into the love to Toby Studabaker , ' ' Sherry Studabaker told BBC television .",5.572505950927734,0.7519141,0.8566749
Sweeney said he would formally announce the formation of the new union on Wednesday in Detroit .,Sweeney is to formally announce the campaign in a speech Wednesday in Detroit .,Sweeney said he would formally announce the formation connected the novel union into Wednesday inch Detroit .,7.468529462814331,0.52351344,0.80638456
"Emeryville-based Ask Jeeves agreed to sell a business software division to a Sunnyvale-based rival , Kanisa , for $ 4.25 million .","Ask Jeeves Wednesday announced it plans to sell its enterprise software division , Jeeves Solutions , to Kanisa .","Emeryville-based involve Jeeves agreed to buy a business software division to a Sunnyvale-based rival , Kanisa , for $ 4.25 million .",3.6594998836517334,0.7318933,0.95344347
