Parent Embedding,Synonym-1 Embedding,Synonym-2 Embedding,Synonym-3 Embedding,Synonym-4 Embedding,Synonym-5 Embedding
"[-0.26821977, -0.07455969, 0.044340696, 0.32041758, -0.25579628, -0.19714661, -0.25965685, -0.20410375, -0.22026543, -0.31078154, -0.35292658, -0.3085154, 0.35061663, 0.20762736, 0.21007296, -0.038932253, 0.3075661, 0.13712686, -0.03674388, -0.10118936]","[-0.31000409510130617, -0.2056515512576832, 0.04603733815676199, 0.2543404191634461, -0.11594226978654071, -0.23247744829242778, -0.147230509189064, -0.12127878020551011, -0.08383084459318932, -0.31899875447836995, -0.35292658, -0.3085154, 0.35061663, 0.20762736, 0.21007296, -0.038932253, 0.3075661, 0.13712686, -0.03674388, -0.10118936]","[-0.07078346166084504, -0.13536332618580194, 0.20389074132355617, 0.36031286674781143, -0.19443471689842184, -0.005476690863801925, -0.06687987111065558, -0.22971280254950857, -0.05302728795251041, -0.3914312426245917, -0.35292658, -0.3085154, 0.35061663, 0.20762736, 0.21007296, -0.038932253, 0.3075661, 0.13712686, -0.03674388, -0.10118936]","[-0.13901766698278106, 0.11506911177466785, -0.06756573481715793, 0.20866515434651584, -0.26931770574431746, -0.23442938281999964, -0.3689986726326831, -0.11613748273812216, -0.17780877728303954, -0.27740902767889314, -0.35292658, -0.3085154, 0.35061663, 0.20762736, 0.21007296, -0.038932253, 0.3075661, 0.13712686, -0.03674388, -0.10118936]","[-0.17020860818615086, -0.2698467922556107, 0.09018663269193854, 0.24525953293841213, -0.332006308016901, -0.1414948420047794, -0.2278023270072436, -0.22598834127967152, -0.24776843450399652, -0.12891844574431405, -0.35292658, -0.3085154, 0.35061663, 0.20762736, 0.21007296, -0.038932253, 0.3075661, 0.13712686, -0.03674388, -0.10118936]","[-0.12146473043127248, 0.12066969411936064, 0.06003325970787744, 0.24624580353605854, -0.15327934449821506, -0.03761520082126729, -0.3103131630492123, -0.10013616176075327, -0.3850865434066632, -0.3422175620877904, -0.35292658, -0.3085154, 0.35061663, 0.20762736, 0.21007296, -0.038932253, 0.3075661, 0.13712686, -0.03674388, -0.10118936]"
"[-0.052018497, -0.16556591, -0.21553163, 0.1770861, 0.24131219, -0.2503538, -0.19734952, -0.23392753, 0.004799354, 0.39378372, 0.33585358, -0.13350715, -0.21914527, -0.2290616, 0.1662667, -0.10753119, -0.32545936, 0.27012286, -0.29723272, -0.2925275]","[-0.1693124029199477, -0.045271995252156666, -0.183784888451734, 0.035479914687431724, 0.16865089666061783, -0.29245445135939335, -0.11648485842004525, -0.1725667297292497, 0.08944393422229821, 0.274439042610955, 0.33585358, -0.13350715, -0.21914527, -0.2290616, 0.1662667, -0.10753119, -0.32545936, 0.27012286, -0.29723272, -0.2925275]","[-0.024640201929092914, -0.04223280146441519, -0.23008518395935315, -0.0034747748368256226, 0.2892641576473881, -0.13614574772158922, -0.2702977563798177, -0.05120876424939519, 0.019853853031031952, 0.30394447855923934, 0.33585358, -0.13350715, -0.21914527, -0.2290616, 0.1662667, -0.10753119, -0.32545936, 0.27012286, -0.29723272, -0.2925275]","[0.12447840475530081, -0.08067137500005031, -0.0853573879638285, 0.06505145359523692, 0.34120608174854283, -0.1612064745189991, -0.2766367684499951, -0.14709095258396432, -0.164565686286947, 0.20042089445061706, 0.33585358, -0.13350715, -0.21914527, -0.2290616, 0.1662667, -0.10753119, -0.32545936, 0.27012286, -0.29723272, -0.2925275]","[-0.21375822434896496, -0.03224218273249704, -0.07623387699084791, 0.07925504257936353, 0.07053416720660105, -0.39576042827786206, -0.03875421723640726, -0.08253959710106012, 7.33050862276258e-05, 0.3397917040471883, 0.33585358, -0.13350715, -0.21914527, -0.2290616, 0.1662667, -0.10753119, -0.32545936, 0.27012286, -0.29723272, -0.2925275]","[0.13304886143601613, -0.1478517593559056, -0.14925248854935894, 0.14651093300927578, 0.08284631524704084, -0.19069531955259694, -0.16821972346339595, -0.1398965493131366, 0.04567190519615643, 0.4634152635951707, 0.33585358, -0.13350715, -0.21914527, -0.2290616, 0.1662667, -0.10753119, -0.32545936, 0.27012286, -0.29723272, -0.2925275]"
"[-0.289599, 0.29149625, 0.03004885, -0.32196882, 0.27233136, -0.025100624, -0.061872173, -0.15386319, 0.12245566, 0.18382108, 0.31740692, -0.28718707, 0.20790793, -0.15584038, 0.027072845, -0.3139549, 0.34765866, 0.2311457, 0.30355826, -0.32221356]","[-0.1255015677949448, 0.174753967766136, 0.17412193582292387, -0.3416860627874678, 0.1214207647953375, 0.03645503671355056, 0.11493877769259117, -0.22912812331728383, 0.19959176751105692, 0.19356895032078503, 0.31740692, -0.28718707, 0.20790793, -0.15584038, 0.027072845, -0.3139549, 0.34765866, 0.2311457, 0.30355826, -0.32221356]","[-0.12293973461537933, 0.22569435666416243, 0.11335124913978005, -0.13151776660039988, 0.11916438534641649, -0.08271039648808441, -0.25877410076058144, 0.042381495841650824, 0.2610487567211721, 0.3287670530441995, 0.31740692, -0.28718707, 0.20790793, -0.15584038, 0.027072845, -0.3139549, 0.34765866, 0.2311457, 0.30355826, -0.32221356]","[-0.24155839443950358, 0.3183795835460642, 0.1609809280970276, -0.25090486198573064, 0.21944765976080777, -0.0010406492650100567, -0.10596587480182815, -0.19372016237040127, -0.05581937515552887, 0.1583466037069589, 0.31740692, -0.28718707, 0.20790793, -0.15584038, 0.027072845, -0.3139549, 0.34765866, 0.2311457, 0.30355826, -0.32221356]","[-0.18439400077558837, 0.14765815580172936, -0.024504584935215113, -0.39952414933881913, 0.27560798978991063, 0.09627846641349998, 0.008104827986916724, -0.2746904462375812, 0.029888572518770723, -0.0009869547818074087, 0.31740692, -0.28718707, 0.20790793, -0.15584038, 0.027072845, -0.3139549, 0.34765866, 0.2311457, 0.30355826, -0.32221356]","[-0.3146429360543147, 0.3678127902297087, -0.15384818084237514, -0.32265298242781915, 0.08171829733319771, 0.13101867275078535, -0.020325833747502547, -0.1156846157893647, -0.05058276181512039, 0.014614766210010927, 0.31740692, -0.28718707, 0.20790793, -0.15584038, 0.027072845, -0.3139549, 0.34765866, 0.2311457, 0.30355826, -0.32221356]"
"[-0.32260165, 0.22332011, -0.28862327, -0.14452511, -0.15545441, -0.22377022, 0.028944544, -0.06315811, 0.071357034, 0.31640238, 0.046259064, -0.21721593, -0.25720948, -0.13698599, -0.20527187, -0.19387288, -0.38165006, 0.34322417, -0.31219295, -0.20809531]","[-0.147079769827006, 0.32676005234059535, -0.19030317786518358, -0.017073885385132437, -0.26392165290551256, -0.05358946028612174, 0.19552028511134015, -0.19102618860373516, 0.031418485666331444, 0.18070373912501492, 0.046259064, -0.21721593, -0.25720948, -0.13698599, -0.20527187, -0.19387288, -0.38165006, 0.34322417, -0.31219295, -0.20809531]","[-0.12359438215436369, 0.270138572500339, -0.1301992949824759, -0.32092654251682984, -0.17720653405481823, -0.03748652830654306, -0.12708687331589905, 0.0012020542668850082, 0.26227900202875587, 0.1737300680907099, 0.046259064, -0.21721593, -0.25720948, -0.13698599, -0.20527187, -0.19387288, -0.38165006, 0.34322417, -0.31219295, -0.20809531]","[-0.33176580673039646, 0.22753814356576305, -0.09346902319168288, -0.15262854385860364, -0.2463272191746329, -0.22168781461277112, 0.08298791598775011, 0.05863888943864014, 0.20116953423577238, 0.17797695380135925, 0.046259064, -0.21721593, -0.25720948, -0.13698599, -0.20527187, -0.19387288, -0.38165006, 0.34322417, -0.31219295, -0.20809531]","[-0.4041074958656212, 0.15945474326677844, -0.25513125027208583, -0.05036930264706968, -0.18381391075004508, -0.04206954347575084, 0.18619699113362045, -0.19494752197507076, -0.041277896721428856, 0.15587420202470617, 0.046259064, -0.21721593, -0.25720948, -0.13698599, -0.20527187, -0.19387288, -0.38165006, 0.34322417, -0.31219295, -0.20809531]","[-0.28921234388406025, 0.2245154626664829, -0.27036141398066216, 0.0038275663236673196, -0.02888270241470431, -0.3574771792591912, -0.16642971540289642, -0.0875909364867843, -0.02032611297347775, 0.15828361089839518, 0.046259064, -0.21721593, -0.25720948, -0.13698599, -0.20527187, -0.19387288, -0.38165006, 0.34322417, -0.31219295, -0.20809531]"
"[0.19768652, -0.14601341, -0.22285801, 0.32075766, 0.10342025, 0.11860461, 0.2440079, -0.29476255, 0.3117633, 0.18268088, 0.25794232, -0.32070336, -0.093873635, 0.33218592, -0.35915303, -0.30168858, -0.20791014, 0.13146096, -0.295325, -0.10700427]","[0.09663484540897757, -0.25305786678949027, -0.3074072761250879, 0.22339675818867066, -0.034124072881414794, 0.03592655654363898, 0.13236561250921008, -0.20216700652367242, 0.17476313361926593, 0.03115886640863086, 0.25794232, -0.32070336, -0.093873635, 0.33218592, -0.35915303, -0.30168858, -0.20791014, 0.13146096, -0.295325, -0.10700427]","[0.12615076856783133, -0.2505773915663596, -0.17586559441839664, 0.22526883921053145, 0.2979148959321188, 0.04488973791104181, 0.06899937722119592, -0.16449295015386012, 0.19841634904076677, 0.16951564141076314, 0.25794232, -0.32070336, -0.093873635, 0.33218592, -0.35915303, -0.30168858, -0.20791014, 0.13146096, -0.295325, -0.10700427]","[0.0345715280219675, 0.01529361138605806, -0.20094659829305705, 0.310122205241372, -0.06417411574894481, -0.01667260412958399, 0.048864046993237764, -0.17539740839647555, 0.423528273300282, 0.032748664993567544, 0.25794232, -0.32070336, -0.093873635, 0.33218592, -0.35915303, -0.30168858, -0.20791014, 0.13146096, -0.295325, -0.10700427]","[0.040372662191513836, -0.044584069324456466, -0.42065957313130503, 0.14998303149346204, -0.08483094870627055, 0.1894869506650635, 0.2051325115274311, -0.18380248668605137, 0.2641369732732902, -0.004499385806812917, 0.25794232, -0.32070336, -0.093873635, 0.33218592, -0.35915303, -0.30168858, -0.20791014, 0.13146096, -0.295325, -0.10700427]","[0.04810031891180225, -0.0433628875804859, -0.18586752574843768, 0.14218981297456207, 0.007994934589933889, 0.07387429819595201, 0.4313463305651781, -0.1855001206591772, 0.2560006020474198, 0.20432422758227353, 0.25794232, -0.32070336, -0.093873635, 0.33218592, -0.35915303, -0.30168858, -0.20791014, 0.13146096, -0.295325, -0.10700427]"
"[0.222694, 0.31415692, -0.22138171, 0.26387691, -0.26638243, -0.24209769, -0.28676438, 0.27879772, -0.12048883, -0.038953353, -0.29558465, 0.19228053, -0.197595, -0.27270886, -0.16735601, 0.2246123, -0.2246333, 0.11519695, -0.16739345, -0.27917787]","[0.10737920026952757, 0.31710816270733866, -0.06016492914477378, 0.17489731397458513, -0.08438017073049198, -0.25994945705572686, -0.19021716992295978, 0.2137891952245345, -0.010367386065745568, 0.017928368725378417, -0.29558465, 0.19228053, -0.197595, -0.27270886, -0.16735601, 0.2246123, -0.2246333, 0.11519695, -0.16739345, -0.27917787]","[0.27109707265255245, 0.15362901086675873, -0.030586279422982587, 0.21551167334638496, -0.2512202318164792, -0.32703238173699223, -0.2584758537237669, 0.18054609442843725, 0.07288693448766263, 0.02787155961328549, -0.29558465, 0.19228053, -0.197595, -0.27270886, -0.16735601, 0.2246123, -0.2246333, 0.11519695, -0.16739345, -0.27917787]","[0.18416168342644787, 0.12889758391978787, -0.04500853670421856, 0.4094481585852271, -0.1538282348706299, -0.17611682077956323, -0.25873536422985294, 0.3016736350478866, -0.018092598495755355, -0.04458788823224117, -0.29558465, 0.19228053, -0.197595, -0.27270886, -0.16735601, 0.2246123, -0.2246333, 0.11519695, -0.16739345, -0.27917787]","[0.17359395544900807, 0.19090283286919865, -0.3272160855028371, 0.081113983280825, -0.20226441495292174, -0.17436704359137037, -0.28128996857473665, 0.2655322448617429, -0.22326089391015758, -0.002974972287266904, -0.29558465, 0.19228053, -0.197595, -0.27270886, -0.16735601, 0.2246123, -0.2246333, 0.11519695, -0.16739345, -0.27917787]","[0.14555600628948623, 0.2328157412327953, -0.21484328621075313, 0.10150771816783258, -0.36045813004485794, -0.24391835505045673, -0.13975107907525375, 0.3210106324666494, -0.03669064142004731, -0.16040451121498678, -0.29558465, 0.19228053, -0.197595, -0.27270886, -0.16735601, 0.2246123, -0.2246333, 0.11519695, -0.16739345, -0.27917787]"
"[-0.18758452, 0.17444347, -0.29175025, 0.23692934, 0.19590858, 0.13990472, 0.31647202, -0.13611308, 0.2314581, 0.24118403, 0.04396982, -0.27065614, -0.30093652, 0.3208488, -0.34771463, 0.122560084, -0.27396786, 0.10153209, -0.33576292, 0.10711282]","[-0.2871281357672705, 0.10115783666859679, -0.0961250434347905, 0.06079042346100527, 0.13152984199759965, 0.07426478365323658, 0.19727807052238902, -0.04133633347290888, 0.1358478653090066, 0.3288012401956621, 0.04396982, -0.27065614, -0.30093652, 0.3208488, -0.34771463, 0.122560084, -0.27396786, 0.10153209, -0.33576292, 0.10711282]","[-0.31476819954267177, 0.1270019075721765, -0.11594326952155437, 0.07666343087625904, 0.15910494260926056, 0.05735472931940855, 0.24360813195549189, 0.04543292042570207, 0.09708785319469965, 0.37637600826973366, 0.04396982, -0.27065614, -0.30093652, 0.3208488, -0.34771463, 0.122560084, -0.27396786, 0.10153209, -0.33576292, 0.10711282]","[-0.2061568295870814, 0.19531235656552984, -0.327794751298507, 0.18780979671538034, 0.25654480909309185, 0.16521952395546544, 0.1567842993392489, -0.004072056528958201, 0.26373820363390277, 0.06921122014900166, 0.04396982, -0.27065614, -0.30093652, 0.3208488, -0.34771463, 0.122560084, -0.27396786, 0.10153209, -0.33576292, 0.10711282]","[0.0068333114272897955, 0.17197152559177603, -0.16714638670944876, 0.2591505913146721, 0.29074645932835685, 0.010155518781431977, 0.23652085415998425, -0.2052870649862627, 0.33357946139297756, 0.18961006746847173, 0.04396982, -0.27065614, -0.30093652, 0.3208488, -0.34771463, 0.122560084, -0.27396786, 0.10153209, -0.33576292, 0.10711282]","[-0.1001457679570237, 0.09817330941929528, -0.17077178220501754, 0.4230864790789512, 0.06308756783845876, 0.30398622514294404, 0.37629567517541423, -0.0012601413910754977, 0.043548889247270295, 0.10294225084582953, 0.04396982, -0.27065614, -0.30093652, 0.3208488, -0.34771463, 0.122560084, -0.27396786, 0.10153209, -0.33576292, 0.10711282]"
"[-0.32088858, 0.3372695, -0.20391439, -0.2426081, 0.15604734, -0.036798026, -0.21654038, 0.08679953, -0.0658402, 0.19472098, 0.2818001, -0.1995465, 0.028004106, -0.25733602, -0.06842853, -0.2832286, 0.30178022, 0.33619452, 0.3377108, -0.2981561]","[-0.2892687842298552, 0.24512060065440838, -0.21161133108599892, -0.11549373253086298, 0.04810864283120442, -0.09005921369527385, -0.11167615108149845, 0.12830572438139148, -0.08809502474712357, 0.20731309908308407, 0.2818001, -0.1995465, 0.028004106, -0.25733602, -0.06842853, -0.2832286, 0.30178022, 0.33619452, 0.3377108, -0.2981561]","[-0.21286763697563132, 0.2435304790355114, -0.11097721657587828, -0.3378760149265495, 0.0038597803397498187, 0.07628755252510254, -0.053513841911602605, -0.005629875139697316, -0.06325165712721907, 0.22421971347523834, 0.2818001, -0.1995465, 0.028004106, -0.25733602, -0.06842853, -0.2832286, 0.30178022, 0.33619452, 0.3377108, -0.2981561]","[-0.32964892882163643, 0.1579474367827539, -0.07482565548136966, -0.2681273233062426, 0.10642951700502151, 0.06390184963981103, -0.03679005263906951, -0.10494458198360275, -0.17629118160025736, 0.196996453750743, 0.2818001, -0.1995465, 0.028004106, -0.25733602, -0.06842853, -0.2832286, 0.30178022, 0.33619452, 0.3377108, -0.2981561]","[-0.15107957857412208, 0.4143588708360803, -0.23694846922001095, -0.1940628290444193, 0.09029504407095204, -0.11039494696274117, -0.20959259409552114, 0.04815350231455605, 0.12311149973108244, 0.014535172958019982, 0.2818001, -0.1995465, 0.028004106, -0.25733602, -0.06842853, -0.2832286, 0.30178022, 0.33619452, 0.3377108, -0.2981561]","[-0.34656844953501537, 0.31053746310223385, -0.17752807828325762, -0.07337323253793221, 0.11966669553280965, 0.03890472496892748, -0.08057973596694087, 0.13055938732479366, -0.10421531941915106, 0.2588868387414393, 0.2818001, -0.1995465, 0.028004106, -0.25733602, -0.06842853, -0.2832286, 0.30178022, 0.33619452, 0.3377108, -0.2981561]"
"[-0.25557318, -0.07999848, 0.061109416, 0.3950713, -0.18276596, -0.2146639, -0.3787448, -0.32313988, -0.28234342, -0.28753752, -0.3143529, -0.27958596, 0.34522423, 0.2745626, 0.021881176, -0.09931393, 0.107245885, 0.028000867, -0.081207536, -0.26485795]","[-0.12973575346585997, 0.03576015982050189, -0.0182429584388156, 0.429163262249015, -0.11529065312706299, -0.04327406489857191, -0.3973591004401277, -0.24188049719679738, -0.18568760140655222, -0.17295311298280763, -0.3143529, -0.27958596, 0.34522423, 0.2745626, 0.021881176, -0.09931393, 0.107245885, 0.028000867, -0.081207536, -0.26485795]","[-0.20090069520156956, -0.22589754597788375, 0.12142461357982212, 0.35895836607081244, -0.10317633326884312, -0.15680486394925122, -0.3842422949516722, -0.23083623581285512, -0.16519615923642067, -0.19904069127888668, -0.3143529, -0.27958596, 0.34522423, 0.2745626, 0.021881176, -0.09931393, 0.107245885, 0.028000867, -0.081207536, -0.26485795]","[-0.2119442766623758, -0.17861106542842828, -0.021652588880014756, 0.24735524939221634, -0.03528496749851001, -0.15181113472870253, -0.31971056391318353, -0.183399581450217, -0.4805047900824049, -0.1531106079218148, -0.3143529, -0.27958596, 0.34522423, 0.2745626, 0.021881176, -0.09931393, 0.107245885, 0.028000867, -0.081207536, -0.26485795]","[-0.37392805742681834, -0.15770536460458884, -0.0378794146395756, 0.2429041225442052, -0.12014736166059165, -0.31969741253286904, -0.292382195360125, -0.25379191160241293, -0.14560374566770895, -0.2010951002776904, -0.3143529, -0.27958596, 0.34522423, 0.2745626, 0.021881176, -0.09931393, 0.107245885, 0.028000867, -0.081207536, -0.26485795]","[-0.05704740140440073, 0.06322586252664457, 0.08291886969449266, 0.30750250240678867, -0.1374634511108249, -0.24908658118227742, -0.253234305052871, -0.3867036118295639, -0.18458741001795742, -0.40161735461808307, -0.3143529, -0.27958596, 0.34522423, 0.2745626, 0.021881176, -0.09931393, 0.107245885, 0.028000867, -0.081207536, -0.26485795]"
"[-0.311285, 0.35558486, 0.2176664, -0.25748342, 0.13004705, -0.12283666, -0.06656806, 0.0702465, -0.14068352, 0.29344982, 0.38474125, -0.14006102, -0.016983954, -0.307722, -0.0026653865, -0.3896888, 0.33100253, 0.23279625, 0.23765148, -0.27975926]","[-0.14576750763115676, 0.24511596477681538, 0.10087210062427768, -0.11472880895371401, 0.2362069106849088, -0.1475685860447674, -0.03218288966742357, 0.1761339346087662, -0.21665078754968364, 0.1041405234767081, 0.38474125, -0.14006102, -0.016983954, -0.307722, -0.0026653865, -0.3896888, 0.33100253, 0.23279625, 0.23765148, -0.27975926]","[-0.3235260125458944, 0.3762467616465191, 0.10066667086236983, -0.27488317229323994, 0.008063279545787075, 0.06985557400619972, 0.02562651430056244, -0.007458902488938712, 0.049003111831975865, 0.1233809370037886, 0.38474125, -0.14006102, -0.016983954, -0.307722, -0.0026653865, -0.3896888, 0.33100253, 0.23279625, 0.23765148, -0.27975926]","[-0.2377890564691008, 0.37215828636792286, 0.15955850262923804, -0.2848425906202367, -0.022977772624472065, -0.13067678934339172, 0.04275137134954686, 0.12650109931424008, 0.05612162899055767, 0.1449213683856295, 0.38474125, -0.14006102, -0.016983954, -0.307722, -0.0026653865, -0.3896888, 0.33100253, 0.23279625, 0.23765148, -0.27975926]","[-0.36463836491233514, 0.2117488005933653, 0.06801135820429532, -0.1161558711643107, 0.22208855048913595, -0.22853498768735786, -0.035858584489415604, -0.09639793442837784, -0.04871325932956849, 0.25607566015188526, 0.38474125, -0.14006102, -0.016983954, -0.307722, -0.0026653865, -0.3896888, 0.33100253, 0.23279625, 0.23765148, -0.27975926]","[-0.3439648670297865, 0.328576907753831, 0.15512609948313755, -0.15901019826496293, 0.256617823338315, 0.005738030909979139, 0.06316736884240486, -0.0591074165767224, -0.14518337409807194, 0.25836701978000265, 0.38474125, -0.14006102, -0.016983954, -0.307722, -0.0026653865, -0.3896888, 0.33100253, 0.23279625, 0.23765148, -0.27975926]"
"[-0.44308114, 0.27446038, -0.21083036, 0.5227219, 0.06932736, -0.29471475, -0.29040837, -0.046081677, -0.016308077, -0.41806826, -0.39524618, -0.3776123, 0.3759601, 0.027442867, 0.22336806, 0.103471905, 0.023146473, 0.2976722, -0.2318609, 0.050093908]","[-0.2838072175343004, 0.17365839960060936, -0.2121972044296783, 0.41146603148856364, 0.07818838116713339, -0.23246423873055388, -0.17474856562396257, -0.21437001586473564, -0.18648776037065967, -0.3733950451656255, -0.39524618, -0.3776123, 0.3759601, 0.027442867, 0.22336806, 0.103471905, 0.023146473, 0.2976722, -0.2318609, 0.050093908]","[-0.38057488549609375, 0.4046538470613713, -0.30527821770845864, 0.32390757545636234, -0.06487321269302948, -0.14247845130463738, -0.2389627192779974, 0.09089759290594039, -0.15285222086596648, -0.4197837179092043, -0.39524618, -0.3776123, 0.3759601, 0.027442867, 0.22336806, 0.103471905, 0.023146473, 0.2976722, -0.2318609, 0.050093908]","[-0.5021842738580604, 0.152893368625454, -0.17143546836973694, 0.5103198747997908, 0.22936368210040997, -0.12261245957572714, -0.0981568911707944, -0.12439032856102013, 0.11926768821245023, -0.3894158383546508, -0.39524618, -0.3776123, 0.3759601, 0.027442867, 0.22336806, 0.103471905, 0.023146473, 0.2976722, -0.2318609, 0.050093908]","[-0.3245008170824763, 0.231551183673252, -0.36507617667605463, 0.36346342007230376, -0.09472681791519055, -0.19825341209137476, -0.36316218153353264, 0.06768227319710572, -0.06560800728036545, -0.4850368934205529, -0.39524618, -0.3776123, 0.3759601, 0.027442867, 0.22336806, 0.103471905, 0.023146473, 0.2976722, -0.2318609, 0.050093908]","[-0.3145058764946073, 0.09447574662848118, -0.09129682539894657, 0.6626683826776807, -0.09756247672694934, -0.131186213627923, -0.20959744369255162, -0.16270839453424718, 0.007600813837304019, -0.4576681632588899, -0.39524618, -0.3776123, 0.3759601, 0.027442867, 0.22336806, 0.103471905, 0.023146473, 0.2976722, -0.2318609, 0.050093908]"
"[-0.355465, 0.3072389, -0.12633723, -0.14086564, 0.1861749, -0.1840012, 0.08464046, -0.18707697, -0.105644435, 0.23483486, 0.3428198, -0.14792146, 0.0008388095, -0.2520791, -0.20291926, -0.24923044, 0.27665892, 0.23343998, 0.38308594, -0.37604988]","[-0.15661215210734264, 0.2149989156259437, -0.2752231180368788, -0.062390659599230375, 0.0759182343396056, -0.0753597341143997, -0.022117177359911158, -0.027733184795600774, 0.019709825330727224, 0.20081684419400844, 0.3428198, -0.14792146, 0.0008388095, -0.2520791, -0.20291926, -0.24923044, 0.27665892, 0.23343998, 0.38308594, -0.37604988]","[-0.24254596213279733, 0.28854130345373286, 0.030731636734600803, -0.1408142363722435, 0.0726994771714699, -0.2962350693369743, -0.06355232382822054, -0.05860325057619259, -0.29543971978452055, 0.06001591200423134, 0.3428198, -0.14792146, 0.0008388095, -0.2520791, -0.20291926, -0.24923044, 0.27665892, 0.23343998, 0.38308594, -0.37604988]","[-0.16643923786339088, 0.25542430672318817, -0.04364537662177656, -0.048782684338363, 0.04727059272775852, -0.09614057153226466, 0.2677221442952291, -0.3619353340967588, -0.003845406759243733, 0.21680849771685026, 0.3428198, -0.14792146, 0.0008388095, -0.2520791, -0.20291926, -0.24923044, 0.27665892, 0.23343998, 0.38308594, -0.37604988]","[-0.2683865243262505, 0.35011449424094243, 0.05090587700864688, -0.1659491888262891, 0.08949485556446873, -0.1495633098074226, 0.2243853521528665, -0.2053726875027648, -0.16883694656141157, 0.07824589025707071, 0.3428198, -0.14792146, 0.0008388095, -0.2520791, -0.20291926, -0.24923044, 0.27665892, 0.23343998, 0.38308594, -0.37604988]","[-0.19529905143996362, 0.30694057928923657, -0.19749922013936994, -0.022293971962299514, 0.21588789401709266, -0.19679805514618381, 0.007013797158939891, -0.22385981385953618, -0.2550133985198516, 0.14901313047312387, 0.3428198, -0.14792146, 0.0008388095, -0.2520791, -0.20291926, -0.24923044, 0.27665892, 0.23343998, 0.38308594, -0.37604988]"
"[-0.14723487, -0.1583119, -0.18352507, 0.027983177, 0.3401711, -0.44570243, -0.20692192, -0.30359542, 0.12337424, 0.24571325, 0.23046283, -0.2603599, -0.023351947, -0.14428852, 0.016879607, -0.21834749, -0.27743998, 0.29308343, -0.19884893, -0.36878482]","[-0.13677456058776497, -0.049431254931999014, -0.05628855619532547, 0.07375408106742107, 0.26204492359703924, -0.374405737087091, -0.06589310428110387, -0.24239710465618253, -0.07454982114335065, 0.17392116924369866, 0.23046283, -0.2603599, -0.023351947, -0.14428852, 0.016879607, -0.21834749, -0.27743998, 0.29308343, -0.19884893, -0.36878482]","[-0.20861963463628036, -0.07974779698775519, -0.1126752042033729, 0.1571486723518196, 0.2909119465156662, -0.31670677738243386, -0.10061880473246496, -0.24363611377069722, 0.1055265016906185, 0.08204612608226261, 0.23046283, -0.2603599, -0.023351947, -0.14428852, 0.016879607, -0.21834749, -0.27743998, 0.29308343, -0.19884893, -0.36878482]","[-0.12419994366959503, 0.008126246259314907, -0.3447457024995936, 0.07399177280613475, 0.1660945606147045, -0.3170025882220073, -0.042058467170335706, -0.3219604370192771, -0.06506295607212306, 0.15439567344808164, 0.23046283, -0.2603599, -0.023351947, -0.14428852, 0.016879607, -0.21834749, -0.27743998, 0.29308343, -0.19884893, -0.36878482]","[-0.04054054103308194, -0.22291695688992502, -0.08683804885410495, 0.18319627947215636, 0.18897824907675484, -0.24672916228201286, -0.013831401911436586, -0.46863843477542777, -0.029524702821542653, 0.2961651869541564, 0.23046283, -0.2603599, -0.023351947, -0.14428852, 0.016879607, -0.21834749, -0.27743998, 0.29308343, -0.19884893, -0.36878482]","[-0.3339025522741344, -0.10651156655954525, -0.01056781957327979, -0.10335757559496914, 0.33370290487494747, -0.3260842804697741, -0.06528510200323925, -0.22395061527501875, -0.06354987984177449, 0.32736284250848036, 0.23046283, -0.2603599, -0.023351947, -0.14428852, 0.016879607, -0.21834749, -0.27743998, 0.29308343, -0.19884893, -0.36878482]"
